Wb[n 0 12 130 5
Wb[n 0 7 130 7
Wii[h 6 115 982 150
a_aei 4 240 2063 163
Z[\Wkbj 7 222 1781 156
iWcW[h 1 192 1775 137
Wb[n 24 235 2019 157
Wb[n 14 225 2009 184
Wb[n 4 215 1999 188
Wb[n -6 205 1989 195
jj[ij 12 209 1656 159
